source_index,Molecule,Isomer,Metal,split
5356,C7H6O4_1,24DihydroxybenzoicacidbResorcylicacidC6H3OH2COOH,Nd+++,train
5357,C7H6O4_1,24DihydroxybenzoicacidbResorcylicacidC6H3OH2COOH,Nd+++,test
5358,C7H6O4_1,24DihydroxybenzoicacidbResorcylicacidC6H3OH2COOH,Nd+++,calibration_global
5359,C7H6O4_1,24DihydroxybenzoicacidbResorcylicacidC6H3OH2COOH,Nd+++,calibration_local
5374,C7H6O4_2,34DihydroxybenzoicacidC6H3OH2COOH,Nd+++,calibration_local
5375,C7H6O4_2,34DihydroxybenzoicacidC6H3OH2COOH,Nd+++,calibration_global
5376,C7H6O4_2,34DihydroxybenzoicacidC6H3OH2COOH,Nd+++,test
5377,C7H6O4_2,34DihydroxybenzoicacidC6H3OH2COOH,Nd+++,train
5388,C7H6O5,345TrihydroxybenzoicacidC6H2OH3COOH,Nd+++,train
5393,C7H6O5S,2CarboxybenzenesulfonicacidHOOCC6H4SO3H,Nd+++,train
5414,C7H6O6S,5Sulfosalicylicacid2Hydroxy5sulfobenzoicHO3SC6H3OHCOOH,Nd+++,test
5415,C7H6O6S,5Sulfosalicylicacid2Hydroxy5sulfobenzoicHO3SC6H3OHCOOH,Nd+++,calibration_global
5416,C7H6O6S,5Sulfosalicylicacid2Hydroxy5sulfobenzoicHO3SC6H3OHCOOH,Nd+++,calibration_local
5432,C7H6O6S,5Sulfosalicylicacid2Hydroxy5sulfobenzoicHO3SC6H3OHCOOH,Nd+++,train
5442,C7H6O9S2,35DisulfosalicylicacidHO3S2C6H2OHCOOH,Nd+++,train
5461,C7H7NO2_1,2AminobenzoicacidAnthranilicacidH2NC6H4COOH,Nd+++,calibration_global
5469,C7H7NO2_1,2AminobenzoicacidAnthranilicacidH2NC6H4COOH,Nd+++,train
5472,C7H7NO2_1,2AminobenzoicacidAnthranilicacidH2NC6H4COOH,Nd+++,test
5476,C7H7NO2_1,2AminobenzoicacidAnthranilicacidH2NC6H4COOH,Nd+++,calibration_local
5485,C7H7NO2_2,4AminobenzoicacidH2NC6H4COOH,Nd+++,test
5496,C7H7NO2_2,4AminobenzoicacidH2NC6H4COOH,Nd+++,train
5503,C7H7NO3,2HydroxybenzohydroxamicacidsalicylhydroxamicacidHOC6H4CONHOH,Nd+++,train
5507,C7H7NO5S,5Sulfoanthranilicacid5sulfo2aminobenzoicacid,Nd+++,train
5518,C7H7NO6S,3Amino5sulfosalicylicacid,Nd+++,train
5524,C7H8O3,2Ethyl3hydroxy4Hpyran4one,Nd+++,train
5533,C7H8O4,3Hydroxy6hydroxymethyl2methyl4Hpyran4one,Nd+++,train
5546,C7H8O5,3Hydroxy26bishydroxymethyl4Hpyran4one,Nd+++,train
5565,C8H10O5,7Oxabicyclo221heptan23dicarboxylicacid,Nd+++,train
5572,C8H11NO3,5Hydroxy6methyl34pyridinedimethanolPyridoxine,Nd+++,train
5581,C8H11NO8,AminodibutanedioicacidHNCHCOOHCH2COOH2,Nd+++,train
5588,C8H11NO9P2,2Hydroxy5nitro13phenylenebismethylenebisphosphonicacid,Nd+++,train
5593,C8H11O7ClP2,5Chloro2hydroxy13phenylenebismethylenebisphosphonicacid,Nd+++,train
5613,C8H12N2O8,12DiaminoethaneNNdimalonicacidHOOC2CHNHCH2CH2NHCHCOOH2,Nd+++,test
5614,C8H12N2O8,12DiaminoethaneNNdimalonicacidHOOC2CHNHCH2CH2NHCHCOOH2,Nd+++,train
5631,C8H12O4,Cyclohexane14dicarboxylicacidC6H10COOH2,Nd+++,train
5642,C8H13NO6_1,2Amino2carboxypropaneNNdiethanoicacidHOOCCCH32NCH2COOH2,Nd+++,train
5653,C8H13NO6_2,2AminobutanoicNNdiethanoicacidCH3CH2CHCOOHNCH2COOH2,Nd+++,train
5659,C8H13NO6S,2Mercapto1aminoethaneNNStriethanoicacidHOOCCH2SCH2CH2NCH2COOH2,Nd+++,train
5662,C8H14O4,OctanedioicacidHOOCCH26COOH,Nd+++,train
5666,C8H16N2O3_1,GlycylleucineH2NCH2CONHCHCH2CHCH32COOH,Nd+++,train
5671,C8H16N2O3_2,LeucylglycineH2NCHCH2CHCH32CONHCH2COOH,Nd+++,train
5677,C8H16O3,2Hydroxy2propylpentanoicacidCH3CH2CH2COHCH2CH2CH3COOH,Nd+++,train
5692,C8H19NO5,Bis2hydroxyethyliminotrishydroxymethylmethane,Nd+++,train
5698,C8H22N2O6P2_1,22Ethylenediiminobispropylphosphonicacid,Nd+++,train
5707,C8H5O2F3S,444Trifluoro12thienylbutane13dioneF3CCOCH2COC4H3S,Nd+++,train
5717,C8H6O4_1,Benzene12dicarboxylicacidC6H4COOH2,Nd+++,calibration_local
5718,C8H6O4_1,Benzene12dicarboxylicacidC6H4COOH2,Nd+++,test
5719,C8H6O4_1,Benzene12dicarboxylicacidC6H4COOH2,Nd+++,calibration_global
5731,C8H6O4_1,Benzene12dicarboxylicacidC6H4COOH2,Nd+++,train
5742,C8H6O4_2,Benzene13dicarboxylicacidC6H4COOH2,Nd+++,train
5750,C8H7NO3,benzoylhydroxamicacidC6H5COCONHOH,Nd+++,train
5767,C8H8O2,PhenylethanoicacidC6H5CH2COOH,Nd+++,train
5768,C8H8O2,PhenylethanoicacidC6H5CH2COOH,Nd+++,test
5777,C8H8O2,PhenylethanoicacidC6H5CH2COOH,Nd+++,calibration_global
5795,C8H8O3_1,2Phenyl2hydroxyethanoicacidC6H5CHOHCOOH,Nd+++,test
5796,C8H8O3_1,2Phenyl2hydroxyethanoicacidC6H5CHOHCOOH,Nd+++,train
5797,C8H8O3_1,2Phenyl2hydroxyethanoicacidC6H5CHOHCOOH,Nd+++,calibration_local
5811,C8H8O3_1,2Phenyl2hydroxyethanoicacidC6H5CHOHCOOH,Nd+++,calibration_global
5813,C8H8O3_1,2Phenyl2hydroxyethanoicacidC6H5CHOHCOOH,Nd+++,calibration_local
5823,C8H8O3_2,2MethoxybenzoicacidCH3OC6H4COOH,Nd+++,test
5830,C8H8O3_2,2MethoxybenzoicacidCH3OC6H4COOH,Nd+++,train
5839,C8H8O3_3,3MethoxybenzoicacidCH3OC6H4COOH,Nd+++,train
5851,C8H8O3_4,4MethoxybenzoicacidCH3OC6H4COOH,Nd+++,train
5857,C8H8O3_5,3MethoxysalicylaldehydeCH3OC6H3OHCHO,Nd+++,train
5862,C8H8O9,Tetrahydrofuran2345tetracarboxylicacid,Nd+++,train
5870,C8H9N3O2,AcylnicotinoylhydrazideC5H4NCONHNHCOCH3,Nd+++,train
5881,C8H9NO2_1,PhenylacetohydroxamicacidC6H5CH2CONHOH,Nd+++,test
5882,C8H9NO2_1,PhenylacetohydroxamicacidC6H5CH2CONHOH,Nd+++,train
5888,C8H9NO2_2,3Methyl2aminobenzoicacidCH3C6H3NH2COOH,Nd+++,train
5891,C8H9NO2S,4AminophenylthioethanoicacidH2NC6H4SCH2COOH,Nd+++,train
5899,C9H10O2,3PhenylpropanoicacidC6H5CH2CH2COOH,Nd+++,test
5900,C9H10O2,3PhenylpropanoicacidC6H5CH2CH2COOH,Nd+++,train
5913,C9H10O3_1,2Hydroxy2phenylpropanoicacidCH3COHC6H5COOH,Nd+++,train
5926,C9H10O3_2,2Methoxy2phenylethanoicacidC6H5CHOCH3COOH,Nd+++,train
5938,C9H10O3_3,2Phenyl3hydroxypropanoicacidHOCH2CHCOOHC6H5,Nd+++,train
5951,C9H10O4_1,Bicyclo221hept5en2endo3cisdicarboxylicacid,Nd+++,train
5964,C9H10O4_2,endocisBicyclo2215hepten23dicarboxylicacid,Nd+++,train
5977,C9H10O5_1,1Methylexoexo7oxabicyclo221hept5ene23dicarboxylicacid,Nd+++,train
5990,C9H10O5_2,1Methyl7oxabicyclo221hept5en2exo3cisdicarboxylicacid,Nd+++,train
6001,C9H10O8,cis1234CyclopentanetetracarboxylicacidC5H6COOH4,Nd+++,train
6009,C9H11NO2,2Amino3phenylpropanoicacidH2NCHCH2C6H5COOH,Nd+++,test
6012,C9H11NO2,2Amino3phenylpropanoicacidH2NCHCH2C6H5COOH,Nd+++,train
6022,C9H11NO2,2Amino3phenylpropanoicacidH2NCHCH2C6H5COOH,Nd+++,calibration_global
6038,C9H12N2O10,23DiaminopropanoicNNdi13propanedioicacidHOOC2CHNHCHCOOHCH2NHCHCOOH2,Nd+++,train
6039,C9H12N2O10,23DiaminopropanoicNNdi13propanedioicacidHOOC2CHNHCHCOOHCH2NHCHCOOH2,Nd+++,test
6048,C9H12N2O6,Uracil1betaDribofuranoside,Nd+++,train
6049,C9H12N2O6,Uracil1betaDribofuranoside,Nd+++,test
6059,C9H13N3O5,CytidineCytosine1betaDribofuranoside,Nd+++,test
6060,C9H13N3O5,CytidineCytosine1betaDribofuranoside,Nd+++,train
6061,C9H13N3O5,CytidineCytosine1betaDribofuranoside,Nd+++,calibration_global
6075,C9H13NO6,26DicarboxypiperidylNethanoicacid,Nd+++,train
6085,C9H14O7P2,Hydroxy4methylbenzene26dimethylphosphonicacid,Nd+++,train
6094,C9H15NO6,2AminopentanoicNNdiethanoicacidC3H7CCOOHNCH2COOH2,Nd+++,train
6106,C9H16N2O6,NMethyldiaminoethaneNNNtriethanoicacidHOOCCH2NCH3CH2CH2NCH2COOH2,Nd+++,train
6119,C9H16O4_1,DipropylpropanedioicacidDinpropylmalonicacid,Nd+++,train
6124,C9H16O4_2,NonanedioicacidHOOCCH27COOH,Nd+++,train
6125,C9H17NO5,N24Dihydroxy33dimethylbutyryl3aminopropanoicacid,Nd+++,train
6127,C9H5NOCl2,57Dichloro8hydroxyquinoline,Nd+++,train
6144,C9H6NO4BrS,7Bromo8hydroxyquinoline5sulfonicacid,Nd+++,train
6154,C9H6NO4IS,7Iodo8hydroxyquinoline5sulfonicacidHOHO3SC9H4NI,Nd+++,train
6167,C9H6O6_1,123BenzenetricarboxylicacidC6H3COOH3,Nd+++,train
6180,C9H7N,Quinoline,Nd+++,train
6191,C9H7N3O2S,42ThiazolylazoresorcinolC3H2NSNNC6H3OH2,Nd+++,train
6200,C9H7NO,8Hydroxyquinoline8quinolinol,Nd+++,train
6206,C9H8O2,transCinnamicacidC6H5CHCHCOOH,Nd+++,train
6215,C9H8O4_1,Bicyclo221hepta25diene23dicarboxylicacid,Nd+++,train
6226,C9H8O4_2,3Carboxy4methyltropolone,Nd+++,train
6234,C9H9O2Br,3Bromo2hydroxy5methylacetophenoneCH3COC6H2OHBrCH3,Nd+++,train
6260,Cl,Chloride,Nd+++,calibration_global
6268,Cl,Chloride,Nd+++,test
6277,Cl,Chloride,Nd+++,train
6278,Cl,Chloride,Nd+++,calibration_local
6315,CO3,Carbonate,Nd+++,train
6316,CO3,Carbonate,Nd+++,test
6362,F,Fluoride,Nd+++,calibration_local
6363,F,Fluoride,Nd+++,calibration_local
6364,F,Fluoride,Nd+++,test
6383,F,Fluoride,Nd+++,train
6398,F,Fluoride,Nd+++,calibration_local
6418,F,Fluoride,Nd+++,calibration_local
6419,F,Fluoride,Nd+++,calibration_global
6435,N2H4,HydrazineH2NNH2,Nd+++,train
6437,N3,Azide,Nd+++,calibration_global
6438,N3,Azide,Nd+++,test
6439,N3,Azide,Nd+++,train
6445,NH3O,HydroxylamineNH2OH,Nd+++,train
6480,NO3,Nitrate,Nd+++,calibration_local
6481,NO3,Nitrate,Nd+++,calibration_global
6482,NO3,Nitrate,Nd+++,test
6483,NO3,Nitrate,Nd+++,train
6484,NO3,Nitrate,Nd+++,calibration_local
6485,NO3,Nitrate,Nd+++,calibration_global
6504,NO3,Nitrate,Nd+++,calibration_local
6507,NO3,Nitrate,Nd+++,calibration_local
6515,P2O7,DiphosphatefromHO2POOPOOH2,Nd+++,train
6519,P3O10,TripolyphosphatefromHO2POOPOOHOPOOH2,Nd+++,train
6539,SCN,Thiocyanate,Nd+++,train
6540,SCN,Thiocyanate,Nd+++,test
6571,SO4,Sulfate,Nd+++,train
